964668.23 116646.01 1.00
964708.23 116646.01 1.00
964748.23 116646.01 1.00
955868.23 116686.01 1.00
955908.23 116686.01 1.00
955948.23 116686.01 1.00
955988.23 116686.01 1.00
956028.23 116686.01 1.00
956068.23 116686.01 1.00
956108.23 116686.01 1.00
956148.23 116686.01 1.00
956188.23 116686.01 1.00
956228.23 116686.01 1.00
956268.23 116686.01 1.00
956308.23 116686.01 1.00
956348.23 116686.01 1.00
956388.23 116686.01 1.00
956428.23 116686.01 1.00
956468.23 116686.01 1.00
956508.23 116686.01 1.00
956548.23 116686.01 1.00
956588.23 116686.01 1.00
956628.23 116686.01 1.00
956668.23 116686.01 1.00
956708.23 116686.01 1.00
956748.23 116686.01 1.00
956788.23 116686.01 1.00
956828.23 116686.01 1.00
956868.23 116686.01 1.00
956908.23 116686.01 1.00
956948.23 116686.01 1.00
956988.23 116686.01 1.00
957028.23 116686.01 1.00
957068.23 116686.01 1.00
957108.23 116686.01 1.00
957148.23 116686.01 1.00
957188.23 116686.01 1.00
957228.23 116686.01 1.00
957268.23 116686.01 1.00
957308.23 116686.01 1.00
957348.23 116686.01 1.00
957388.23 116686.01 1.00
957428.23 116686.01 1.00
957468.23 116686.01 1.00
957508.23 116686.01 1.00
957548.23 116686.01 1.00
957588.23 116686.01 1.00
957628.23 116686.01 1.00
957668.23 116686.01 1.00
957708.23 116686.01 1.00
957748.23 116686.01 1.00
957788.23 116686.01 1.00
957828.23 116686.01 1.00
957868.23 116686.01 1.00
957908.23 116686.01 1.00
957948.23 116686.01 1.00
957988.23 116686.01 1.00
958028.23 116686.01 1.00
958068.23 116686.01 1.00
958108.23 116686.01 1.00
958148.23 116686.01 1.00
958188.23 116686.01 1.00
958228.23 116686.01 1.00
958268.23 116686.01 1.00
958308.23 116686.01 1.00
958348.23 116686.01 1.00
958388.23 116686.01 1.00
958428.23 116686.01 1.00
958468.23 116686.01 1.00
958508.23 116686.01 1.00
958548.23 116686.01 1.00
958588.23 116686.01 1.00
958628.23 116686.01 1.00
958668.23 116686.01 1.00
958708.23 116686.01 1.00
958748.23 116686.01 1.00
958788.23 116686.01 1.00
958828.23 116686.01 1.00
958868.23 116686.01 1.00
958908.23 116686.01 1.00
958948.23 116686.01 1.00
958988.23 116686.01 1.00
959028.23 116686.01 1.00
959068.23 116686.01 1.00
959108.23 116686.01 1.00
959148.23 116686.01 1.00
959188.23 116686.01 1.00
959228.23 116686.01 1.00
959268.23 116686.01 1.00
959308.23 116686.01 1.00
959348.23 116686.01 1.00
959388.23 116686.01 1.00
959428.23 116686.01 1.00
959468.23 116686.01 1.00
959508.23 116686.01 1.00
959548.23 116686.01 1.00
959588.23 116686.01 1.00
959628.23 116686.01 1.00
959668.23 116686.01 1.00
959708.23 116686.01 1.00
959748.23 116686.01 1.00
959788.23 116686.01 1.00
959828.23 116686.01 1.00
959868.23 116686.01 1.00
959908.23 116686.01 1.00
959948.23 116686.01 1.00
959988.23 116686.01 1.00
960028.23 116686.01 1.00
960068.23 116686.01 1.00
960108.23 116686.01 1.00
960148.23 116686.01 1.00
960188.23 116686.01 1.00
960228.23 116686.01 1.00
960268.23 116686.01 1.00
960308.23 116686.01 1.00
960348.23 116686.01 1.00
960388.23 116686.01 1.00
960428.23 116686.01 1.00
960468.23 116686.01 1.00
960508.23 116686.01 1.00
960548.23 116686.01 1.00
960588.23 116686.01 1.00
960628.23 116686.01 1.00
960668.23 116686.01 1.00
960708.23 116686.01 1.00
960748.23 116686.01 1.00
960788.23 116686.01 1.00
960828.23 116686.01 1.00
960868.23 116686.01 1.00
960908.23 116686.01 1.00
960948.23 116686.01 1.00
960988.23 116686.01 1.00
961028.23 116686.01 1.00
961068.23 116686.01 1.00
961108.23 116686.01 1.00
961148.23 116686.01 1.00
961188.23 116686.01 1.00
961228.23 116686.01 1.00
961268.23 116686.01 1.00
961308.23 116686.01 1.00
961348.23 116686.01 1.00
961388.23 116686.01 1.00
961428.23 116686.01 1.00
961468.23 116686.01 1.00
961508.23 116686.01 1.00
961548.23 116686.01 1.00
961588.23 116686.01 1.00
961628.23 116686.01 1.00
961668.23 116686.01 1.00
961708.23 116686.01 1.00
961748.23 116686.01 1.00
961788.23 116686.01 1.00
961828.23 116686.01 1.00
961868.23 116686.01 1.00
961908.23 116686.01 1.00
961948.23 116686.01 1.00
961988.23 116686.01 1.00
962028.23 116686.01 1.00
962068.23 116686.01 1.00
962108.23 116686.01 1.00
962148.23 116686.01 1.00
962188.23 116686.01 1.00
962228.23 116686.01 1.00
962268.23 116686.01 1.00
962308.23 116686.01 1.00
962348.23 116686.01 1.00
962388.23 116686.01 1.00
962428.23 116686.01 1.00
962468.23 116686.01 1.00
962508.23 116686.01 1.00
962548.23 116686.01 1.00
962588.23 116686.01 1.00
962628.23 116686.01 1.00
962668.23 116686.01 1.00
962708.23 116686.01 1.00
962748.23 116686.01 1.00
962788.23 116686.01 1.00
962828.23 116686.01 1.00
962868.23 116686.01 1.00
962908.23 116686.01 1.00
962948.23 116686.01 1.00
962988.23 116686.01 1.00
963028.23 116686.01 1.00
963068.23 116686.01 1.00
963108.23 116686.01 1.00
963148.23 116686.01 1.00
963188.23 116686.01 1.00
963228.23 116686.01 1.00
963268.23 116686.01 1.00
963308.23 116686.01 1.00
963348.23 116686.01 1.00
963388.23 116686.01 1.00
963428.23 116686.01 1.00
963468.23 116686.01 1.00
963508.23 116686.01 1.00
963548.23 116686.01 1.00
963588.23 116686.01 1.00
963628.23 116686.01 1.00
963668.23 116686.01 1.00
963708.23 116686.01 1.00
963748.23 116686.01 1.00
963788.23 116686.01 1.00
963828.23 116686.01 1.00
963868.23 116686.01 1.00
963908.23 116686.01 1.00
963948.23 116686.01 1.00
963988.23 116686.01 1.00
964028.23 116686.01 1.00
964068.23 116686.01 1.00
964108.23 116686.01 1.00
964148.23 116686.01 1.00
964188.23 116686.01 1.00
964228.23 116686.01 1.00
964268.23 116686.01 1.00
964308.23 116686.01 1.00
964348.23 116686.01 1.00
964388.23 116686.01 1.00
964428.23 116686.01 1.00
964468.23 116686.01 1.00
964508.23 116686.01 1.00
964548.23 116686.01 1.00
964588.23 116686.01 1.00
964628.23 116686.01 1.00
964668.23 116686.01 1.00
964708.23 116686.01 1.00
964748.23 116686.01 1.00
955868.23 116726.01 1.00
955908.23 116726.01 1.00
955948.23 116726.01 1.00
955988.23 116726.01 1.00
956028.23 116726.01 1.00
956068.23 116726.01 1.00
956108.23 116726.01 1.00
956148.23 116726.01 1.00
956188.23 116726.01 1.00
956228.23 116726.01 1.00
956268.23 116726.01 1.00
956308.23 116726.01 1.00
956348.23 116726.01 1.00
956388.23 116726.01 1.00
956428.23 116726.01 1.00
956468.23 116726.01 1.00
956508.23 116726.01 1.00
956548.23 116726.01 1.00
956588.23 116726.01 1.00
956628.23 116726.01 1.00
956668.23 116726.01 1.00
956708.23 116726.01 1.00
956748.23 116726.01 1.00
956788.23 116726.01 1.00
956828.23 116726.01 1.00
956868.23 116726.01 1.00
956908.23 116726.01 1.00
956948.23 116726.01 1.00
956988.23 116726.01 1.00
957028.23 116726.01 1.00
957068.23 116726.01 1.00
957108.23 116726.01 1.00
957148.23 116726.01 1.00
957188.23 116726.01 1.00
957228.23 116726.01 1.00
957268.23 116726.01 1.00
957308.23 116726.01 1.00
957348.23 116726.01 1.00
957388.23 116726.01 1.00
957428.23 116726.01 1.00
957468.23 116726.01 1.00
957508.23 116726.01 1.00
957548.23 116726.01 1.00
957588.23 116726.01 1.00
957628.23 116726.01 1.00
957668.23 116726.01 1.00
957708.23 116726.01 1.00
957748.23 116726.01 1.00
957788.23 116726.01 1.00
957828.23 116726.01 1.00
957868.23 116726.01 1.00
957908.23 116726.01 1.00
957948.23 116726.01 1.00
957988.23 116726.01 1.00
958028.23 116726.01 1.00
958068.23 116726.01 1.00
958108.23 116726.01 1.00
958148.23 116726.01 1.00
958188.23 116726.01 1.00
958228.23 116726.01 1.00
958268.23 116726.01 1.00
958308.23 116726.01 1.00
958348.23 116726.01 1.00
958388.23 116726.01 1.00
958428.23 116726.01 1.00
958468.23 116726.01 1.00
958508.23 116726.01 1.00
958548.23 116726.01 1.00
958588.23 116726.01 1.00
958628.23 116726.01 1.00
958668.23 116726.01 1.00
958708.23 116726.01 1.00
958748.23 116726.01 1.00
958788.23 116726.01 1.00
958828.23 116726.01 1.00
958868.23 116726.01 1.00
958908.23 116726.01 1.00
958948.23 116726.01 1.00
958988.23 116726.01 1.00
959028.23 116726.01 1.00
959068.23 116726.01 1.00
959108.23 116726.01 1.00
959148.23 116726.01 1.00
959188.23 116726.01 1.00
959228.23 116726.01 1.00
959268.23 116726.01 1.00
959308.23 116726.01 1.00
959348.23 116726.01 1.00
959388.23 116726.01 1.00
959428.23 116726.01 1.00
959468.23 116726.01 1.00
959508.23 116726.01 1.00
959548.23 116726.01 1.00
959588.23 116726.01 1.00
959628.23 116726.01 1.00
959668.23 116726.01 1.00
959708.23 116726.01 1.00
959748.23 116726.01 1.00
959788.23 116726.01 1.00
959828.23 116726.01 1.00
959868.23 116726.01 1.00
959908.23 116726.01 1.00
959948.23 116726.01 1.00
959988.23 116726.01 1.00
960028.23 116726.01 1.00
960068.23 116726.01 1.00
960108.23 116726.01 1.00
960148.23 116726.01 1.00
960188.23 116726.01 1.00
960228.23 116726.01 1.00
960268.23 116726.01 1.00
960308.23 116726.01 1.00
960348.23 116726.01 1.00
960388.23 116726.01 1.00
960428.23 116726.01 1.00
960468.23 116726.01 1.00
960508.23 116726.01 1.00
960548.23 116726.01 1.00
960588.23 116726.01 1.00
960628.23 116726.01 1.00
960668.23 116726.01 1.00
960708.23 116726.01 1.00
960748.23 116726.01 1.00
960788.23 116726.01 1.00
960828.23 116726.01 1.00
960868.23 116726.01 1.00
960908.23 116726.01 1.00
960948.23 116726.01 1.00
960988.23 116726.01 1.00
961028.23 116726.01 1.00
961068.23 116726.01 1.00
961108.23 116726.01 1.00
961148.23 116726.01 1.00
961188.23 116726.01 1.00
961228.23 116726.01 1.00
961268.23 116726.01 1.00
961308.23 116726.01 1.00
961348.23 116726.01 1.00
961388.23 116726.01 1.00
961428.23 116726.01 1.00
961468.23 116726.01 1.00
961508.23 116726.01 1.00
961548.23 116726.01 1.00
961588.23 116726.01 1.00
961628.23 116726.01 1.00
961668.23 116726.01 1.00
961708.23 116726.01 1.00
961748.23 116726.01 1.00
961788.23 116726.01 1.00
961828.23 116726.01 1.00
961868.23 116726.01 1.00
961908.23 116726.01 1.00
961948.23 116726.01 1.00
961988.23 116726.01 1.00
962028.23 116726.01 1.00
962068.23 116726.01 1.00
962108.23 116726.01 1.00
962148.23 116726.01 1.00
962188.23 116726.01 1.00
962228.23 116726.01 1.00
962268.23 116726.01 1.00
962308.23 116726.01 1.00
962348.23 116726.01 1.00
962388.23 116726.01 1.00
962428.23 116726.01 1.00
962468.23 116726.01 1.00
962508.23 116726.01 1.00
962548.23 116726.01 1.00
962588.23 116726.01 1.00
962628.23 116726.01 1.00
962668.23 116726.01 1.00
962708.23 116726.01 1.00
962748.23 116726.01 1.00
962788.23 116726.01 1.00
962828.23 116726.01 1.00
962868.23 116726.01 1.00
962908.23 116726.01 1.00
962948.23 116726.01 1.00
962988.23 116726.01 1.00
963028.23 116726.01 1.00
963068.23 116726.01 1.00
963108.23 116726.01 1.00
963148.23 116726.01 1.00
963188.23 116726.01 1.00
963228.23 116726.01 1.00
963268.23 116726.01 1.00
963308.23 116726.01 1.00
963348.23 116726.01 1.00
963388.23 116726.01 1.00
963428.23 116726.01 1.00
963468.23 116726.01 1.00
963508.23 116726.01 1.00
963548.23 116726.01 1.00
963588.23 116726.01 1.00
963628.23 116726.01 1.00
963668.23 116726.01 1.00
963708.23 116726.01 1.00
963748.23 116726.01 1.00
963788.23 116726.01 1.00
963828.23 116726.01 1.00
963868.23 116726.01 1.00
963908.23 116726.01 1.00
963948.23 116726.01 1.00
963988.23 116726.01 1.00
964028.23 116726.01 1.00
964068.23 116726.01 1.00
964108.23 116726.01 1.00
964148.23 116726.01 1.00
964188.23 116726.01 1.00
964228.23 116726.01 1.00
964268.23 116726.01 1.00
964308.23 116726.01 1.00
964348.23 116726.01 1.00
964388.23 116726.01 1.00
964428.23 116726.01 1.00
964468.23 116726.01 1.00
964508.23 116726.01 1.00
964548.23 116726.01 1.00
964588.23 116726.01 1.00
964628.23 116726.01 1.00
964668.23 116726.01 1.00
964708.23 116726.01 1.00
964748.23 116726.01 1.00
955868.23 116766.01 1.00
955908.23 116766.01 1.00
955948.23 116766.01 1.00
955988.23 116766.01 1.00
956028.23 116766.01 1.00
956068.23 116766.01 1.00
956108.23 116766.01 1.00
956148.23 116766.01 1.00
956188.23 116766.01 1.00
956228.23 116766.01 1.00
956268.23 116766.01 1.00
956308.23 116766.01 1.00
956348.23 116766.01 1.00
956388.23 116766.01 1.00
956428.23 116766.01 1.00
956468.23 116766.01 1.00
956508.23 116766.01 1.00
956548.23 116766.01 1.00
956588.23 116766.01 1.00
956628.23 116766.01 1.00
956668.23 116766.01 1.00
956708.23 116766.01 1.00
956748.23 116766.01 1.00
956788.23 116766.01 1.00
956828.23 116766.01 1.00
956868.23 116766.01 1.00
956908.23 116766.01 1.00
956948.23 116766.01 1.00
956988.23 116766.01 1.00
957028.23 116766.01 1.00
957068.23 116766.01 1.00
957108.23 116766.01 1.00
957148.23 116766.01 1.00
957188.23 116766.01 1.00
957228.23 116766.01 1.00
957268.23 116766.01 1.00
957308.23 116766.01 1.00
957348.23 116766.01 1.00
957388.23 116766.01 1.00
957428.23 116766.01 1.00
957468.23 116766.01 1.00
957508.23 116766.01 1.00
957548.23 116766.01 1.00
957588.23 116766.01 1.00
957628.23 116766.01 1.00
957668.23 116766.01 1.00
957708.23 116766.01 1.00
957748.23 116766.01 1.00
957788.23 116766.01 1.00
957828.23 116766.01 1.00
957868.23 116766.01 1.00
957908.23 116766.01 1.00
957948.23 116766.01 1.00
957988.23 116766.01 1.00
958028.23 116766.01 1.00
958068.23 116766.01 1.00
958108.23 116766.01 1.00
958148.23 116766.01 1.00
958188.23 116766.01 1.00
958228.23 116766.01 1.00
958268.23 116766.01 1.00
958308.23 116766.01 1.00
958348.23 116766.01 1.00
958388.23 116766.01 1.00
958428.23 116766.01 1.00
958468.23 116766.01 1.00
958508.23 116766.01 1.00
958548.23 116766.01 1.00
958588.23 116766.01 1.00
958628.23 116766.01 1.00
958668.23 116766.01 1.00
958708.23 116766.01 1.00
958748.23 116766.01 1.00
958788.23 116766.01 1.00
958828.23 116766.01 1.00
958868.23 116766.01 1.00
958908.23 116766.01 1.00
958948.23 116766.01 1.00
958988.23 116766.01 1.00
959028.23 116766.01 1.00
959068.23 116766.01 1.00
959108.23 116766.01 1.00
959148.23 116766.01 1.00
959188.23 116766.01 1.00
959228.23 116766.01 1.00
959268.23 116766.01 1.00
959308.23 116766.01 1.00
959348.23 116766.01 1.00
959388.23 116766.01 1.00
959428.23 116766.01 1.00
959468.23 116766.01 1.00
959508.23 116766.01 1.00
959548.23 116766.01 1.00
959588.23 116766.01 1.00
959628.23 116766.01 1.00
959668.23 116766.01 1.00
959708.23 116766.01 1.00
959748.23 116766.01 1.00
959788.23 116766.01 1.00
959828.23 116766.01 1.00
959868.23 116766.01 1.00
959908.23 116766.01 1.00
959948.23 116766.01 1.00
959988.23 116766.01 1.00
960028.23 116766.01 1.00
960068.23 116766.01 1.00
960108.23 116766.01 1.00
960148.23 116766.01 1.00
960188.23 116766.01 1.00
960228.23 116766.01 1.00
960268.23 116766.01 1.00
960308.23 116766.01 1.00
960348.23 116766.01 1.00
960388.23 116766.01 1.00
960428.23 116766.01 1.00
960468.23 116766.01 1.00
960508.23 116766.01 1.00
960548.23 116766.01 1.00
960588.23 116766.01 1.00
960628.23 116766.01 1.00
960668.23 116766.01 1.00
960708.23 116766.01 1.00
960748.23 116766.01 1.00
960788.23 116766.01 1.00
960828.23 116766.01 1.00
960868.23 116766.01 1.00
960908.23 116766.01 1.00
960948.23 116766.01 1.00
960988.23 116766.01 1.00
961028.23 116766.01 1.00
961068.23 116766.01 1.00
961108.23 116766.01 1.00
961148.23 116766.01 1.00
961188.23 116766.01 1.00
961228.23 116766.01 1.00
961268.23 116766.01 1.00
961308.23 116766.01 1.00
961348.23 116766.01 1.00
961388.23 116766.01 1.00
961428.23 116766.01 1.00
961468.23 116766.01 1.00
961508.23 116766.01 1.00
961548.23 116766.01 1.00
961588.23 116766.01 1.00
961628.23 116766.01 1.00
961668.23 116766.01 1.00
961708.23 116766.01 1.00
961748.23 116766.01 1.00
961788.23 116766.01 1.00
961828.23 116766.01 1.00
961868.23 116766.01 1.00
961908.23 116766.01 1.00
961948.23 116766.01 1.00
961988.23 116766.01 1.00
962028.23 116766.01 1.00
962068.23 116766.01 1.00
962108.23 116766.01 1.00
962148.23 116766.01 1.00
962188.23 116766.01 1.00
962228.23 116766.01 1.00
962268.23 116766.01 1.00
962308.23 116766.01 1.00
962348.23 116766.01 1.00
962388.23 116766.01 1.00
962428.23 116766.01 1.00
962468.23 116766.01 1.00
962508.23 116766.01 1.00
962548.23 116766.01 1.00
962588.23 116766.01 1.00
962628.23 116766.01 1.00
962668.23 116766.01 1.00
962708.23 116766.01 1.00
962748.23 116766.01 1.00
962788.23 116766.01 1.00
962828.23 116766.01 1.00
962868.23 116766.01 1.00
962908.23 116766.01 1.00
962948.23 116766.01 1.00
962988.23 116766.01 1.00
963028.23 116766.01 1.00
963068.23 116766.01 1.00
963108.23 116766.01 1.00
963148.23 116766.01 1.00
963188.23 116766.01 1.00
963228.23 116766.01 1.00
963268.23 116766.01 1.00
963308.23 116766.01 1.00
963348.23 116766.01 1.00
963388.23 116766.01 1.00
963428.23 116766.01 1.00
963468.23 116766.01 1.00
963508.23 116766.01 1.00
963548.23 116766.01 1.00
963588.23 116766.01 1.00
963628.23 116766.01 1.00
963668.23 116766.01 1.00
963708.23 116766.01 1.00
963748.23 116766.01 1.00
963788.23 116766.01 1.00
963828.23 116766.01 1.00
963868.23 116766.01 1.00
963908.23 116766.01 1.00
963948.23 116766.01 1.00
963988.23 116766.01 1.00
964028.23 116766.01 1.00
964068.23 116766.01 1.00
964108.23 116766.01 1.00
964148.23 116766.01 1.00
964188.23 116766.01 1.00
964228.23 116766.01 1.00
964268.23 116766.01 1.00
964308.23 116766.01 1.00
964348.23 116766.01 1.00
964388.23 116766.01 1.00
964428.23 116766.01 1.00
964468.23 116766.01 1.00
964508.23 116766.01 1.00
964548.23 116766.01 1.00
964588.23 116766.01 1.00
964628.23 116766.01 1.00
964668.23 116766.01 1.00
964708.23 116766.01 1.00
964748.23 116766.01 1.00
955868.23 116806.01 1.00
955908.23 116806.01 1.00
955948.23 116806.01 1.00
955988.23 116806.01 1.00
956028.23 116806.01 1.00
956068.23 116806.01 1.00
956108.23 116806.01 1.00
956148.23 116806.01 1.00
956188.23 116806.01 1.00
956228.23 116806.01 1.00
956268.23 116806.01 1.00
956308.23 116806.01 1.00
956348.23 116806.01 1.00
956388.23 116806.01 1.00
956428.23 116806.01 1.00
956468.23 116806.01 1.00
956508.23 116806.01 1.00
956548.23 116806.01 1.00
956588.23 116806.01 1.00
956628.23 116806.01 1.00
956668.23 116806.01 1.00
956708.23 116806.01 1.00
956748.23 116806.01 1.00
956788.23 116806.01 1.00
956828.23 116806.01 1.00
956868.23 116806.01 1.00
956908.23 116806.01 1.00
956948.23 116806.01 1.00
956988.23 116806.01 1.00
957028.23 116806.01 1.00
957068.23 116806.01 1.00
957108.23 116806.01 1.00
957148.23 116806.01 1.00
957188.23 116806.01 1.00
957228.23 116806.01 1.00
957268.23 116806.01 1.00
957308.23 116806.01 1.00
957348.23 116806.01 1.00
957388.23 116806.01 1.00
957428.23 116806.01 1.00
957468.23 116806.01 1.00
957508.23 116806.01 1.00
957548.23 116806.01 1.00
957588.23 116806.01 1.00
957628.23 116806.01 1.00
957668.23 116806.01 1.00
957708.23 116806.01 1.00
957748.23 116806.01 1.00
957788.23 116806.01 1.00
957828.23 116806.01 1.00
957868.23 116806.01 1.00
957908.23 116806.01 1.00
957948.23 116806.01 1.00
957988.23 116806.01 1.00
958028.23 116806.01 1.00
958068.23 116806.01 1.00
958108.23 116806.01 1.00
958148.23 116806.01 1.00
958188.23 116806.01 1.00
958228.23 116806.01 1.00
958268.23 116806.01 1.00
958308.23 116806.01 1.00
958348.23 116806.01 1.00
958388.23 116806.01 1.00
958428.23 116806.01 1.00
958468.23 116806.01 1.00
958508.23 116806.01 1.00
958548.23 116806.01 1.00
958588.23 116806.01 1.00
958628.23 116806.01 1.00
958668.23 116806.01 1.00
958708.23 116806.01 1.00
958748.23 116806.01 1.00
958788.23 116806.01 1.00
958828.23 116806.01 1.00
958868.23 116806.01 1.00
958908.23 116806.01 1.00
958948.23 116806.01 1.00
958988.23 116806.01 1.00
959028.23 116806.01 1.00
959068.23 116806.01 1.00
959108.23 116806.01 1.00
959148.23 116806.01 1.00
959188.23 116806.01 1.00
959228.23 116806.01 1.00
959268.23 116806.01 1.00
959308.23 116806.01 1.00
959348.23 116806.01 1.00
959388.23 116806.01 1.00
959428.23 116806.01 1.00
959468.23 116806.01 1.00
959508.23 116806.01 1.00
959548.23 116806.01 1.00
959588.23 116806.01 1.00
959628.23 116806.01 1.00
959668.23 116806.01 1.00
959708.23 116806.01 1.00
959748.23 116806.01 1.00
959788.23 116806.01 1.00
959828.23 116806.01 1.00
959868.23 116806.01 1.00
959908.23 116806.01 1.00
959948.23 116806.01 1.00
959988.23 116806.01 1.00
960028.23 116806.01 1.00
960068.23 116806.01 1.00
960108.23 116806.01 1.00
960148.23 116806.01 1.00
960188.23 116806.01 1.00
960228.23 116806.01 1.00
960268.23 116806.01 1.00
960308.23 116806.01 1.00
960348.23 116806.01 1.00
960388.23 116806.01 1.00
960428.23 116806.01 1.00
960468.23 116806.01 1.00
960508.23 116806.01 1.00
960548.23 116806.01 1.00
960588.23 116806.01 1.00
960628.23 116806.01 1.00
960668.23 116806.01 1.00
960708.23 116806.01 1.00
960748.23 116806.01 1.00
960788.23 116806.01 1.00
960828.23 116806.01 1.00
960868.23 116806.01 1.00
960908.23 116806.01 1.00
960948.23 116806.01 1.00
